Table S43. Sample information and classifications,,,,,,,,,,
Sample ID,Tip Name,AOS + Howard&Moore Name,AOS + Clements Name,IUCN Name,Howard&Moore Family,Tissue Source,Tissue Number,Voucher Source,Voucher Number,Locality
1013,Scyta_schber_L501,Scytalopus schulenbergi,Scytalopus schulenbergi,Scytalopus schulenbergi,Rhinocryptidae,LSUMZ-B,501,LSUMZ,98394,PERU: Puno ;5 km NNW Quiaca
1015,Scyta_getty_K14815,Scytalopus gettyae,Scytalopus gettyae,Scytalopus gettyae,Rhinocryptidae,KU,14815,KU,113880,"PERU: Junín, along Río Satipo"
1017,Scyta_gonza_MCP2008,Scytalopus gonzagai,Scytalopus gonzagai,Scytalopus gonzagai,Rhinocryptidae,MCP,2008,MCP,2008,"BRAZIL: Bahia, Serra das Lontras, Arataca, 2 IX 2006"
1019,Formari_colma_SB04386,Formicarius colma,Formicarius colma,Formicarius colma,Formicariidae,USNM,4386,USNM,610172,"GUYANA: Upper Dermerara-Berbice;West Bank Berbice River, Dubulay Ranch"
1021,Formari_analis_L9327,Formicarius analis,Formicarius analis,Formicarius analis,Formicariidae,LSUMZ-B,9327,LSUMZ,133057,"BOLIVIA: Pando ;Prov. Nicolás Suarez; ca 12 km by road S Cobija, ca 8 km W on road to Mucden"
1023,Formari_analis_L52954,Formicarius analis,Formicarius analis,Formicarius analis,Formicariidae,LSUMZ-B,52954,LSUMZ,177739,PANAMA: Darién;[Dist. Pina;] several km N Puerto Pina along Río Pina
1025,Formari_analis_K2050,Formicarius analis,Formicarius analis,Formicarius moniliger,Formicariidae,KU,2050,KU,89412,MEXICO: Campeche;24 km S Silvituc
1027,Formari_rufons_L78830,Formicarius rufifrons,Formicarius rufifrons,Formicarius rufifrons,Formicariidae,LSUMZ-B,78830,LSUMZ,189056,PERU: Madre de Dios; Portillo  ca 7 km S Iberia
1029,Formari_nigpil_L11718,Formicarius nigricapillus,Formicarius nigricapillus,Formicarius nigricapillus,Formicariidae,LSUMZ-B,11718,USNM,610466,"ECUADOR: Esmeraldas, El Placer, ca. 670m;"
1031,Formari_ruftus_L26426,Formicarius rufipectus,Formicarius rufipectus,Formicarius rufipectus,Formicariidae,LSUMZ-B,26426,LSUMZ,163610,"PANAMA: Chiriquí;Dist. Gualaca; Cordillera Central, 4.3 km by road S Lago Fortuna Dam"
1033,Cham_camson_L25883,Chamaeza campanisona,Chamaeza campanisona,Chamaeza campanisona,Formicariidae,LSUMZ-B,25883,KU,87951,"PARAGUAY: Caazapá ;7.5 km E San Carlos, Cordillera de Caaguazu"
1035,Cham_camson_L48448,Chamaeza campanisona,Chamaeza campanisona,Chamaeza campanisona,Formicariidae,LSUMZ-B,48448,LSUMZ,175431,"GUYANA: S. slope Kopinang Mountain, ca. 9 km W Kopinang"
1039,Cham_camson_USNM575267,Chamaeza campanisona,Chamaeza campanisona,Chamaeza campanisona,Formicariidae,USNM,575267 (toepad),USNM,575267,"VENEZUELA: Aragua, above Pico Guacamayo, Rancho Grande"
1043,Cham_camson_ICN35539,Chamaeza campanisona,Chamaeza campanisona,Chamaeza campanisona,Formicariidae,ICN,35539 (toepad),ICN,35539,COLOMBIA: Boyacá: Santa María: sitio La Almenara
1047,Cham_nobil_L40713,Chamaeza nobilis,Chamaeza nobilis,Chamaeza nobilis,Formicariidae,LSUMZ-B,40713,LSUMZ,170913,PERU: Loreto ;Ca. 86 km SE Juanjui on E. bank upper Río Pauya
1049,Cham_nobil_MPEGFAL20,Chamaeza nobilis,Chamaeza nobilis,Chamaeza nobilis,Formicariidae,MPEG,FAL-20,MPEG,67688,"BRAZIL: Pará; Altamira, Floresta Nacional de Altamira (05o29'28,7""S;55o08'17,9""W)"
1051,Cham_meride_MPEGSB54,Chamaeza meruloides,Chamaeza meruloides,Chamaeza meruloides,Formicariidae,MPEG,SB-54,MPEG,71868,"BRAZIL: Bahia; Camacã, RPPN Serra Bonita"
1052,Cham_meride_MZU91667,Chamaeza meruloides,Chamaeza meruloides,Chamaeza meruloides,Formicariidae,MZUSP,91667,MZUSP,91667,"BRAZIL: São Paulo; São José dos Campos, Fazenda Montes Claros"
1053,Cham_turdi_ICN35838,Chamaeza turdina,Chamaeza turdina,Chamaeza turdina,Formicariidae,ICN,35838 (toepad),ICN,35838,"COLOMBIA: Santander, Galán, Serranía Los Yaguríes"
1055,Cham_rufuda_FURB13361,Chamaeza ruficauda,Chamaeza ruficauda,Chamaeza ruficauda,Formicariidae,LGEMA,FURB133661,MZUSP,78341,"BRAZIL: São Paulo, Bananal, E. E. Bananal"
1057,Cham_turdi_USNM595636,Chamaeza turdina,Chamaeza turdina,Chamaeza turdina,Formicariidae,USNM,595636 (toepad),USNM,595636,VENEZUELA: Rancho Grande Biological Station
1058,Cham_molsim_IAvHBT7308,Chamaeza mollissima,Chamaeza mollissima,Chamaeza mollissima,Formicariidae,IAvH-CT,7308,IAvH,13814,"COLOMBIA: Huila; San Agustín, La Castellana, San Agustín, Interfluvio entre la quebrada El Palmar y el rio Balseros. Campamento El Palmar"
1060,Scler_mexic_UWB105935,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,UWBM,GAV 2371,UWBM,105935,"GUATEMALA: Quetzaltenango, 2 km SE Santa Maria de Jesus"
1061,Scler_mexic_L35770,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,LSUMZ-B,35770,MZUCR,EMC45,"COSTA RICA: Cartago, 11 km SW Pejibaye"
1066,Scler_mexic_L11813,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,LSUMZ-B,11813,ANSP,180319,"ECUADOR: Esmeraldas, El Placer, 670 m"
1068,Scler_rufris_LSUMZ65761,Sclerurus rufigularis,Sclerurus rufigularis,Sclerurus rufigularis,Scleruridae,LSUMZ-B,65761,LSUMZ,178338,"SURINAME: Sipaliwini, Lely Gebergte, 4 16.459' N, 54 44.323' W"
1070,Scler_guate_L1393,Sclerurus guatemalensis,Sclerurus guatemalensis,Sclerurus guatemalensis,Scleruridae,LSUMZ-B,1393,LSUMZ,104685,"PANAMA: Darién, Ca 9 km NW Cana on slopes Cerro Pirre"
1072,Scler_cautus_SB11751,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Scleruridae,USNM,11751,USNM,625462,GUYANA: 10 km SSE Gunn's Landing
1074,Scler_alblar_L5412,Sclerurus albigularis,Sclerurus albigularis,Sclerurus albigularis,Scleruridae,LSUMZ-B,5412,LSUMZ,116820,"PERU: San Martín; 20 km by road NE Tarapoto on road to Yurimaguas, 3445 m."
1076,Scler_scans_L25912,Sclerurus scansor,Sclerurus scansor,Sclerurus scansor,Scleruridae,LSUMZ-B,25912,KU,87928,"PARAGUAY: Caaguazú; Cord. de Caaguazú, 7.5 km E San Carlos."
1078,Geos_peruvi_L48249,Geositta peruviana,Geositta peruviana,Geositta peruviana,Scleruridae,LSUMZ-B,48249,LSUMZ,179543,"PERU: Lima; Lomas de Granado, ca 12 km NNW Huaral."
1080,Geos_tentri_L3599,Geositta tenuirostris,Geositta tenuirostris,Geositta tenuirostris,Scleruridae,LSUMZ-B,3599,LSUMZ,114109,"PERU: Huánuco; Huanaco Viejo SE La Union, 11976 m."
1082,Geos_cunic_L56824,Geositta cunicularia,Geositta cunicularia,Geositta cunicularia,Scleruridae,LSUMZ-B,56824,LSUMZ,178755,"ARGENTINA: Chubut, 11 km E Rio Pico on Provincial Route 19"
1084,Geos_cunic_LSUMZ58319,Geositta cunicularia,Geositta cunicularia,Geositta cunicularia,Scleruridae,LSUMZ-B,58319,LSUMZ,179640,"PERU: Arequipa; La Caleta Road, ca 35 km NW Camana, 16 degrees 30' S, 72 degrees 59' W"
1086,Geos_punsis_L103893,Geositta punensis,Geositta punensis,Geositta punensis,Scleruridae,LSUMZ-B,103893,LSUMZ,114096,PERU: Puno; Ca 28 Road km S Mazo Cruz.
1088,Geos_poeter_L13968,Geositta poeciloptera,Geositta poeciloptera,Geositta poeciloptera,Scleruridae,LSUMZ-B,13968,LSUMZ,148146,"BOLIVIA: Santa Cruz, Serrania de Huanchaca, 45 km E Florida"
1090,Geos_crassi_L48241,Geositta crassirostris,Geositta crassirostris,Geositta crassirostris,Scleruridae,LSUMZ-B,48241,MHNSM,DFL2136,"PERU: Lima; Lomas de Granado, ca 12 km NNW Huaral."
1092,Geos_rufnis_L17164,Geositta rufipennis,Geositta rufipennis,Geositta rufipennis,Scleruridae,LSUMZ-B,17164,UWBM,108185,"ARGENTINA: Tucumán; Amaicha del Valle, 12 km S, 12 km E."
1094,Geos_mariti_L103913,Geositta maritima,Geositta maritima,Geositta maritima,Scleruridae,LSUMZ-B,103913,LSUMZ,114090,PERU: Ayacucho; km 35 on Nazca-Puquio road.
1096,Geos_antica_AAPC3274,Geositta antarctica,Geositta antarctica,Geositta antarctica,Scleruridae,ISM,APC3274,ISM,APC3274,"CHILE: Magallanes; Tierra del Fuego, Estancia ""Los Tehuelches,"" ~4 km northeast of Puerto Nuevo, ~50 m above sea level"
1098,Geos_saxic_L103806,Geositta saxicolina,Geositta saxicolina,Geositta saxicolina,Scleruridae,LSUMZ-B,103806,LSUMZ,114255,PERU: Junín; 12 km N Chinchan on road to Marzap.
1100,Geos_isaina_ARTC430,Geositta isabellina,Geositta isabellina,Geositta isabellina,Scleruridae,AMNH-DOT,12181,AMNH,SKEL 24335,"CHILE: Cordillera; 15 km ENE Embalse El Yeso, ca. 3400 m."
1102,Certhsom_stimus_L35367,Certhiasomus stictolaemus,Certhiasomus stictolaemus,Certhiasomus stictolaemus,Dendrocolaptidae,LSUMZ-B,35367,MPEG,AA453,"BRAZIL: Pará, E. bank of Rio Teles Pires, 4 km up river from mouth of Rio Sao Benedito;"
1104,Sittasom_grilus_K3201,Sittasomus griseicapillus,Sittasomus griseicapillus,Sittasomus griseicapillus,Dendrocolaptidae,KU,3201,KU,90230,"PARAGUAY: Alto Paraguay; Bahia Negra, 14 km W, Estancia Triunfo"
1106,Sittasom_grilus_L52043,Sittasomus griseicapillus,Sittasomus griseicapillus,Sittasomus griseicapillus,Dendrocolaptidae,LSUMZ-B,52043,MNHN,SCT516,URUGUAY: Cerro Largo; Arroyo Sarandi.
1108,Sittasom_grilus_LSU66178,Sittasomus griseicapillus,Sittasomus griseicapillus,Sittasomus griseus,Dendrocolaptidae,LSUMZ-B,66178,LSUMZ,183045,"PERU: Tumbes, El Caucho Biological Station. 3 49 25 S, 80 15 37 W"
1110,Sittasom_grilus_F392419,Sittasomus griseicapillus,Sittasomus griseicapillus,Sittasomus griseicapillus,Dendrocolaptidae,FMNH,392419,UFPE,AGA-062,BRAZIL: Pernambuco; Timbauba.
1112,Sittasom_grilus_APEP1275,Sittasomus griseicapillus,Sittasomus griseicapillus,Sittasomus griseus,Dendrocolaptidae,AMNH-DOT,8415,AMNH,PEP1275,MEXICO: Hidalgo; Molango.
1118,Decony_loncau_SP94030,Deconychura longicauda,Deconychura longicauda,Deconychura longicauda,Dendrocolaptidae,MZUSP,94030,MZUSP,94030,"BRAZIL: Roraima, Caracaraí, rio Jufari, Igarapé Caicubi, Trilha Pupunha"
1120,Dencinc_tyrina_L12108,Dendrocincla tyrannina,Dendrocincla tyrannina,Dendrocincla tyrannina,Dendrocolaptidae,LSUMZ-B,12108,ANSP,180286,ECUADOR: Pichincha; Mindo.
1122,Dencinc_merula_LSU20456,Dendrocincla merula,Dendrocincla merula,Dendrocincla merula,Dendrocolaptidae,LSUMZ-B,20456,LSUMZ,165701,"BRAZIL: Amazonas, Manaus, km 34 rd ZF-3, Faz. Esteio, ca 80 km N Manaus"
1124,Dencinc_homroa_L19281,Dendrocincla homochroa,Dendrocincla homochroa,Dendrocincla homochroa,Dendrocolaptidae,LSUMZ-B,19281,MZFC-UNAM,ATP91-62,"MEXICO: Oaxaca; Chimalapas, east of Isthmus of Tehuantepec."
1126,Dencinc_fulnos_L55317,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Dendrocolaptidae,LSUMZ-B,55317,LSUMZ,178417,"SURINAME: Sipaliwini District; Bakhuis Gebergte, ca. 85 km SSE Apura, 902 ft."
1128,Dencinc_fulnos_LSUMZ52931,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Dendrocolaptidae,LSUMZ-B,52931,LSUMZ,177712,"PANAMA: Darién, Dist. Pina; several km N Puerto Pina along Rio Pina"
1130,Dencinc_anaina_L17144,Dendrocincla anabatina,Dendrocincla anabatina,Dendrocincla anabatina,Dendrocolaptidae,LSUMZ-B,17144,CM,DSW2961,"BELIZE: Toledo district; Forestry Camp (Salamanca), 1 km NNE. "
1132,Dencinc_turdi_L25911,Dendrocincla turdina,Dendrocincla turdina,Dendrocincla turdina,Dendrocolaptidae,LSUMZ-B,25911,MNHNP,MR14,"PARAGUAY: Caazapá; Cor. de Caaguazu, 7.5 km E. San Carlos, 250 m."
1134,Glypho_spirus_L48334,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,Dendrocolaptidae,LSUMZ-B,48334,LSUMZ,175369,GUYANA: Kopinang River; 7 km SW Kopinang
1136,Dendre_rufula_F389815,Dendrexetastes rufigula,Dendrexetastes rufigula,Dendrexetastes rufigula,Dendrocolaptidae,FMNH,389815,MPEG,SML86-190,"BRAZIL: Rondônia, Cachoeira Nazare, W bank Rio Jiparana"
1137,Dendre_rufula_L4562,Dendrexetastes rufigula,Dendrexetastes rufigula,Dendrexetastes rufigula,Dendrocolaptidae,LSUMZ-B,4562,LSUMZ,118387,"BOLIVIA: Pando; Nicolás Suarez; ca 12 km by road S Cobija, ca 8 km W on road to Mucden, 325 m."
1139,Nasica_lonstr_L4693,Nasica longirostris,Nasica longirostris,Nasica longirostris,Dendrocolaptidae,LSUMZ-B,4693,LSUMZ,115013,"PERU: Loreto; S Rio Amazonas, ca 10km SSW mouth Rio Napo on E bank Quebrada Vainilla, 328 m."
1141,Dencol_sanmae_L60646,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Dendrocolaptidae,LSUMZ-B,60646,LSUMZ,180716,"HONDURAS: Atlántida; Pico Bonito Road, El Naranjo."
1143,Dencol_certh_L48421,Dendrocolaptes certhia,Dendrocolaptes certhia,Dendrocolaptes certhia,Dendrocolaptidae,LSUMZ-B,48421,CSBD,SCT1033,"GUYANA; Kopinang River, ca 7 km SW Kopinang Village."
1145,Dencol_picnus_L27943,Dendrocolaptes picumnus,Dendrocolaptes picumnus,Dendrocolaptes picumnus,Dendrocolaptidae,LSUMZ-B,27943,LSUMZ,161694,"PERU: Loreto; 79 km WNW Contamana, 1312 m."
1147,Dencol_hoffm_L25420,Dendrocolaptes hoffmannsi,Dendrocolaptes hoffmannsi,Dendrocolaptes hoffmannsi,Dendrocolaptidae,LSUMZ-B,25420,LSUMZ,165755,"BRAZIL: Amazonas; ca 6 km E Borba on ""Puxurizal"" road, 0 m."
1149,Dencol_platri_L25952,Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,Dendrocolaptidae,LSUMZ-B,25952,KU,87914,"PARAGUAY: Caaguazú; Cord. de Caaguazú, 7.5 km E San Carlos."
1151,Hylexe_strman_MPEGSGC443,Hylexetastes stresemanni,Hylexetastes stresemanni,Hylexetastes stresemanni,Dendrocolaptidae,MPEG,SGC 443,MPEG,77504,"BRAZIL: Amazonas; São Gabriel da Cachoeira, T.I. médio Rio Negro, Arabo (0o14'S;66o51'W)"
1153,Hylexe_pertii_L20373,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes perrotii,Dendrocolaptidae,LSUMZ-B,20373,LSUMZ,165779,"BRAZIL: Amazonas; Munic. Manaus; km 34 ZF-3, Faz. Esteio, ca 80 km N Manaus."
1155,Hylexe_pertii_FMNH392022,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes perrotii,Dendrocolaptidae,FMNH,392022,MPEG,JH-154,"BRAZIL: Mato Grosso do Norte; Municipio Alta Floresta, upper Rio Teles Pires-Rio Cristalino."
1157,Hylexe_pertii_L25539,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes perrotii,Dendrocolaptidae,LSUMZ-B,25539,LSUMZ,184604,"BRAZIL: Pará; Floresta Nacional de Caxiuana, Estacao Cientifica Ferreira Penna."
1159,Xiphoc_prorhy_H11442,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Dendrocolaptidae,IAvH-CT,11442,IAvH,14827,"COLOMBIA: Norte de Santander; Herrán, PNN. Tamá, Sector Orocué, Sendero Arenal"
1161,Xiphoc_prorhy_L35610,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Dendrocolaptidae,LSUMZ-B,35610,MPEG,AA588,"BRAZIL: Pará; Ca 139 km WSW Santarem, W of Rio Tapajos, Alto Rio Arapiuns."
1163,Xiphoc_prorhy_FMNH394013,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Dendrocolaptidae,FMNH,394013,IBUNAM-CNAV,BMM-403,"MEXICO: Hidalgo; Tlanchinol, 5km E"
1164,Xiphoc_falcir_GP2333,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Dendrocolaptidae,MPEG,P2333,MPEG,68148,BRAZIL: Piaui; PN Serra das Confusoes.
1166,Xiphoc_albcol_L25944,Xiphocolaptes albicollis,Xiphocolaptes albicollis,Xiphocolaptes albicollis,Dendrocolaptidae,LSUMZ-B,25944,KU,87911,"PARAGUAY: Caaguazú; Cord. de Caaguazú, 7.5 km E San Carlos."
1168,Xiphoc_major_L25794,Xiphocolaptes major,Xiphocolaptes major,Xiphocolaptes major,Dendrocolaptidae,LSUMZ-B,25794,KU,87971,PARAGUAY: Alto Paraguay; Madrejon
1170,Xiphor_obstus_L12885,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Dendrocolaptidae,LSUMZ-B,12885,LSUMZ,137048,"BOLIVIA: Santa Cruz; Velasco; W. bank Río Paucerna, 4 km upstream from Río Itenez, 450 m."
1172,Xiphor_fuscus_AAPC199611,Xiphorhynchus fuscus,Xiphorhynchus fuscus,Xiphorhynchus fuscus,Dendrocolaptidae,AMNH-DOT,2439,AMNH,831907,"ARGENTINA: San Ignacio; Near Border-Parque Urugua-I, ca 1 km, W Park Headquarters, Ruta 19, ca 400 m."
1174,Xiphor_ocetus_L35598,Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,Dendrocolaptidae,LSUMZ-B,35598,MPEG,JDW580,"BRAZIL: Pará; Ca 139 km WSW Santarem, W of Rio Tapajos and Alto Rio Arapiuns. "
1176,Xiphor_ocetus_L27859,Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,Xiphorhynchus chunchotambo,Dendrocolaptidae,LSUMZ-B,27859,LSUMZ,161705,PERU: Loreto; Ca 77 km WNW Contamana.
1181,Xiphor_elega_L31384,Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus elegans,Dendrocolaptidae,LSUMZ-B,31384,MPEG,AA290,BRAZIL: Rondônia; Ca 90 km E of Vila Nova Mamore'.
1183,Xiphor_spixii_L35542,Xiphorhynchus spixii,Xiphorhynchus spixii,Xiphorhynchus spixii,Dendrocolaptidae,LSUMZ-B,35542,MPEG,MR2,"BRAZIL: Pará; Fazenda Morelandia, 8 km N De Santa Barbora do Pará."
1185,Xiphor_partus_L35635,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Dendrocolaptidae,LSUMZ-B,35635,MPEG,AA602,"BRAZIL: Pará; Baixo Rio Curua', N. of Amazon River, ca 30 km N. Curua, Pacoval Village."
1187,Xiphor_susans_L69385,Xiphorhynchus susurrans,Xiphorhynchus susurrans,Xiphorhynchus susurrans,Dendrocolaptidae,LSUMZ-B,69385,UF,45963,"TRINIDAD AND TOBAGO: St. Patrick Co.; Canoe Bay Beach Resort, 11 08.49 N, 60 47.92 W"
1189,Xiphor_gutus_LSU35582,Xiphorhynchus guttatus,Xiphorhynchus guttatus,Xiphorhynchus guttatus,Dendrocolaptidae,LSUMZ-B,35582,MPEG,AA570,BRAZIL: Bahia; Ca 16 km W Porto Seguro RPPN Vera Cruz.
1191,Xiphor_flavte_L8743,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Dendrocolaptidae,LSUMZ-B,8743,CM,DSW2986,"BELIZE: Toledo district; Forestry Camp (Salamanca), 1 km NNE. "
1193,Xiphor_lacsus_L82051,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Dendrocolaptidae,LSUMZ-B,82051,LSUMZ,189759,"COSTA RICA: Limón, Limón, Reserva Biológica Hitoy Cerere, 9˚39'08"" N, 83˚00'34"" N, 200m"
1195,Xiphor_erygiu_W82878,Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Dendrocolaptidae,UWBM,MFOR-19,UWBM,82878,"MEXICO: Hidalgo; Municipio Tlanchinol, Huejutla, Tlanchinol, 20.9857, -98.6274"
1197,Xiphor_triris_L34817,Xiphorhynchus triangularis,Xiphorhynchus triangularis,Xiphorhynchus triangularis,Dendrocolaptidae,LSUMZ-B,34817,LSUMZ,172095,"PERU: Cajamarca; Cordillera del Condor; Picorana, 2050 m."
1201,Denplex_picus_L25402,Dendroplex picus,Dendroplex picus,Dendroplex picus,Dendrocolaptidae,LSUMZ-B,25402,MPEG,MCH362,"BRAZIL: Amazonas; Parque Nacional do Jau, Rio Jau, Tambor."
1203,Denplex_kiene_LSUMZ25413,Dendroplex kienerii,Dendroplex kienerii,Dendroplex kienerii,Dendrocolaptidae,LSUMZ-B,25413,LSUMZ,165752,"BRAZIL: Amazonas; Rio Amazonas, Ilha do Careiro, ca 20 km E Manaus."
1205,Campyl_trotri_MPEGUNA03,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,MPEG,70754,MPEG,70754,"BRAZIL: Bahia, Ilhéus, Ecoparque de UNA"
1207,Campyl_trotri_LSUMZ56638,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,LSUMZ-B,66300,CORBIDI,DCS6268,"PERU: Tumbes, El Caucho Biological Station, 3 49 25 S, 80 15 37 W"
1209,Campyl_trotri_LSUMZ5544,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,LSUMZ-B,5544,LSUMZ,116777,PERU: San Martín; 15 km by trail NE Jirillo on trail to Balsapuerto
1211,Campyl_falcul_GP1131,Campylorhamphus falcularius,Campylorhamphus falcularius,Campylorhamphus falcularius,Dendrocolaptidae,LGEMA,1529,Blood,Blood,"BRAZIL: São Paulo; Estação Ecológica Itaberá, 23 51' S, 49 08' W"
1213,Campyl_proide_L25514,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,LSUMZ-B,25514,LSUMZ,184608,"BRAZIL: Amazonas; Estacao Ecologica Anavilhanas, Boca do Rio Baependi."
1217,Campyl_proide_SB6910,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus multostriatus,Dendrocolaptidae,USNM,6910,USNM,572547,"BRAZIL: Pará;Altamira, 52 km SSW, E Bank Rio Xingu"
1219,Campyl_puslus_L33216,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,LSUMZ-B,33216,LSUMZ,169761,"PERU: Cajamarca; ca 3 km NNE San José de Lourdes, 2000 m."
1221,Dryxer_pucnii_L34815,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Dendrocolaptidae,LSUMZ-B,34815,MHNSM,CCW701,"PERU: Cajamarca; Cordillera del Condor, Picorana."
1223,Drymor_bridge_L52010,Drymornis bridgesii,Drymornis bridgesii,Drymornis bridgesii,Dendrocolaptidae,LSUMZ-B,52010,MNHN,SCT581,URUGUAY: Durazno; Estancia San Jose.
1225,Lepcol_leugast_WGMS573,Lepidocolaptes leucogaster,Lepidocolaptes leucogaster,Lepidocolaptes leucogaster,Dendrocolaptidae,UWBM,107898,UWBM,107898,"MEXICO: Jalisco, Bolaños, 5.8 km S, 9 km W; Sierra de Bolaños; UNAM field station [21°52.9'N/103°]"
1227,Lepcol_soule_L5239,Lepidocolaptes souleyetii,Lepidocolaptes souleyetii,Lepidocolaptes souleyetii,Dendrocolaptidae,LSUMZ-B,5239,LSUMZ,113806,"PERU: Lambayeque ;Las Pampas, km 885 Pan-American Hwy., 11 road km N Olmos"
1229,Lepcol_angus_K401,Lepidocolaptes angustirostris,Lepidocolaptes angustirostris,Lepidocolaptes angustirostris,Dendrocolaptidae,KU,401,KU,88356,PARAGUAY: Concepión; San Luis National Park
1231,Lepcol_affin_LSU16214,Lepidocolaptes affinis,Lepidocolaptes affinis,Lepidocolaptes neglectus,Dendrocolaptidae,LSUMZ-B,16214,LSUMZ,138697,"COSTA RICA: San Jose; La Georgina, km 95 Pan Americna Hwy, 9745 m."
1233,Lepcol_lacger_H20,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,Dendrocolaptidae,IAvH-CT,20,IAvH,10630,"COLOMBIA: Norte de Santander; Herrán, PNN. Tamá, Sector Orocué"
1235,Lepcol_squtus_MPEGT15394,Lepidocolaptes squamatus,Lepidocolaptes squamatus,Lepidocolaptes squamatus,Dendrocolaptidae,MPEG,T15314,DZUFMG,DZ5010,"BRAZIL: Minas Gerais, Fazenda Corredor, Engenheiro Navarro (17º01'44""S, 45º54'06""W)"
1237,Lepcol_falcin_GCMN16,Lepidocolaptes falcinellus,Lepidocolaptes falcinellus,Lepidocolaptes falcinellus,Dendrocolaptidae,MPEG,CMN-016,MPEG,64820,"BRAZIL: Rio Grande do Sul; Cambará do Sul (28o53'39,1""S;50o01'47,4""W)"
1239,Lepcol_alblin_INPAA1053,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Dendrocolaptidae,INPA,1053,INPA,LNN229,"BRAZIL: Roraima; Viruá National Park, E bank of Rio Branco"
1243,Lepcol_alblin_K475,Lepidocolaptes fatimalimae,Lepidocolaptes fatimalimae,Lepidocolaptes fatimalimae,Dendrocolaptidae,KU,475,KU,84195,"PERU: Madre de Dios; Cusco Amazonico Reserve, 14 km E Puerto Maldonado"
1245,Lepcol_alblin_L18457,Lepidocolaptes fuscicapillus,Lepidocolaptes fuscicapillus,Lepidocolaptes fuscicapillus,Dendrocolaptidae,LSUMZ-B,18457,LSUMZ,153311,"BOLIVIA: Santa Cruz; Velasco, Parque Nacional Noel Kempff Mercado, 86 km ESE Florida, 0."
1247,Lepcol_alblin_MPEGMF001,Lepidocolaptes layardi,Lepidocolaptes layardi,Lepidocolaptes fuscicapillus,Dendrocolaptidae,MPEG,MF 001,MPEG,74030,"BRAZIL: Pará; Trairão, Módulo 1, BR 163 (04o28'07,9""S;55o51'01,1""W)"
1249,Lepcol_alblin_LSUMZ20316,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Dendrocolaptidae,LSUMZ-B,20316,MPEG,KVR935,"BRAZIL: Amazonas; Munic. Manaus; km 34 ZF-3, Faz. Esteio, ca 80 km N Manaus"
