GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,BigBird_Names,BigBird_Notes,Clements_Order,Clements_Family,Reconciliation
223476,Buteo lineatus alleni,subspecies,Buteo lineatus alleni,subspecies,Buteo lineatus alleni,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223477,Buteo lineatus elegans,subspecies,Buteo lineatus elegans,group (monotypic),Buteo lineatus elegans,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2591202,Buteo lineatus extimus,subspecies,Buteo lineatus extimus,group (monotypic),Buteo lineatus extimus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223478,Buteo lineatus lineatus,subspecies,Buteo lineatus lineatus,subspecies,Buteo lineatus lineatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387814,Buteo nitidus,species,Buteo nitidus,species,Buteo nitidus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387815,Buteo nitidus costaricensis,subspecies,Buteo nitidus blakei,subspecies,Buteo nitidus blakei,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
518751,Buteo nitidus pallida,subspecies,Buteo nitidus pallidus,subspecies,Buteo nitidus pallidus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",spelling
116583,Buteo oreophilus oreophilus,subspecies,Buteo oreophilus,species,Buteo oreophilus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
115230,Buteo oreophilus,species,Buteo oreophilus,species,Buteo oreophilus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2868388,Buteo plagiatus,species,Buteo plagiatus,species,Buteo plagiatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
218281,Buteo platypterus,species,Buteo platypterus,species,Buteo platypterus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1591309,Buteo platypterus insulicola,subspecies,Buteo platypterus insulicola,subspecies,Buteo platypterus insulicola,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223481,Buteo platypterus platypterus,subspecies,Buteo platypterus platypterus,group (monotypic),Buteo platypterus platypterus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1545683,Buteo japonicus burmanicus,subspecies,Buteo refectus,species,Buteo refectus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
223771,Buteo refectus,species,Buteo refectus,species,Buteo refectus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223441,Buteo regalis,species,Buteo regalis,species,Buteo regalis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223850,Buteo ridgwayi,species,Buteo ridgwayi,species,Buteo ridgwayi,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
115134,Buteo rufinus,species,Buteo rufinus,species,Buteo rufinus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
115231,Buteo rufinus cirtensis,subspecies,Buteo rufinus cirtensis,group (monotypic),Buteo rufinus cirtensis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
116585,Buteo rufinus rufinus,subspecies,Buteo rufinus rufinus,group (monotypic),Buteo rufinus rufinus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223437,Buteo rufofuscus,species,Buteo rufofuscus,species,Buteo rufofuscus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
225977,Buteo buteo socotrae,subspecies,Buteo socotraensis,species,Buteo socotraensis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
2915016,Buteo socotraensis,species,Buteo socotraensis,species,Buteo socotraensis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223855,Buteo solitarius,species,Buteo solitarius,species,Buteo solitarius,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
156757,Buteo swainsoni,species,Buteo swainsoni,species,Buteo swainsoni,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
233256,Buteo buteo trizonatus,subspecies,Buteo trizonatus,species,Buteo trizonatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
116584,Buteo trizonatus,subspecies,Buteo trizonatus,species,Buteo trizonatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223443,Buteo ventralis,species,Buteo ventralis,species,Buteo ventralis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
224668,Buteogallus aequinoctialis,species,Buteogallus aequinoctialis,species,Buteogallus aequinoctialis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321091,Buteogallus anthracinus,species,Buteogallus anthracinus,species,Buteogallus anthracinus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
518752,Buteogallus subtilis bangsi,subspecies,Buteogallus anthracinus bangsi,subspecies,Buteogallus subtilis bangsi,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
518697,Buteogallus subtilis,species,Buteogallus anthracinus subtilis,subspecies,Buteogallus subtilis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",lump
321134,Harpyhaliaetus coronatus,species,Buteogallus coronatus,species,Buteogallus coronatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
2868389,Buteogallus coronatus,species,Buteogallus coronatus,species,Buteogallus coronatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2868390,Buteogallus gundlachii,species,Buteogallus gundlachii,species,Buteogallus gundlachii,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
345747,Leucopternis lacernulatus,species,Buteogallus lacernulatus,species,Buteogallus lacernulatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
2869445,Buteogallus lacernulatus,species,Buteogallus lacernulatus,species,Buteogallus lacernulatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223496,Buteogallus meridionalis,species,Buteogallus meridionalis,species,Buteogallus meridionalis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
345745,Buteogallus schistaceus,species,Buteogallus schistaceus,species,Buteogallus schistaceus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321136,Harpyhaliaetus solitarius,species,Buteogallus solitarius,species,Buteogallus solitarius,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
2869446,Buteogallus solitarius,species,Buteogallus solitarius,species,Buteogallus solitarius,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223497,Buteogallus urubitinga,species,Buteogallus urubitinga,species,Buteogallus urubitinga,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
518756,Buteogallus urubitinga ridgwayi,subspecies,Buteogallus urubitinga ridgwayi,group (monotypic),Buteogallus urubitinga ridgwayi,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223498,Buteogallus urubitinga urubitinga,subspecies,Buteogallus urubitinga urubitinga,group (monotypic),Buteogallus urubitinga urubitinga,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2763549,Chelictinia riocourii,species,Chelictinia riocourii,species,Chelictinia riocourii,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321078,Chondrohierax uncinatus,species,Chondrohierax uncinatus,species,Chondrohierax uncinatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
455645,Chondrohierax uncinatus wilsonii,subspecies,Chondrohierax wilsonii,species,Chondrohierax wilsonii,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
2800391,Chondrohierax wilsonii,species,Chondrohierax wilsonii,species,Chondrohierax wilsonii,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2915018,Circaetus beaudouini,species,Circaetus beaudouini,species,Circaetus beaudouini,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321087,Circaetus cinerascens,species,Circaetus cinerascens,species,Circaetus cinerascens,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321085,Circaetus cinereus,species,Circaetus cinereus,species,Circaetus cinereus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321086,Circaetus fasciolatus,species,Circaetus fasciolatus,species,Circaetus fasciolatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
43465,Circaetus gallicus,species,Circaetus gallicus,species,Circaetus gallicus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387780,Circaetus gallicus gallicus,subspecies,Circaetus gallicus gallicus,subspecies,Circaetus gallicus gallicus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321084,Circaetus pectoralis,species,Circaetus pectoralis,species,Circaetus pectoralis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
8964,Circus aeruginosus,species,Circus aeruginosus,species,Circus aeruginosus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1471636,Circus aeruginosus aeruginosus,subspecies,Circus aeruginosus aeruginosus,subspecies,Circus aeruginosus aeruginosus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620237,Circus aeruginosus harterti,subspecies,Circus aeruginosus harterti,subspecies,Circus aeruginosus harterti,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387821,Circus approximans,species,Circus approximans,species,Circus approximans,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387822,Circus assimilis,species,Circus assimilis,species,Circus assimilis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387823,Circus buffoni,species,Circus buffoni,species,Circus buffoni,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
555235,Circus cinereus,species,Circus cinereus,species,Circus cinereus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387784,Circus cyaneus cyaneus,subspecies,Circus cyaneus,species,Circus cyaneus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
43466,Circus cyaneus,species,Circus cyaneus,species,Circus cyaneus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2709557,Circus hudsonius,species,Circus hudsonius,species,Circus hudsonius,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620256,Circus macrosceles,species,Circus macrosceles,species,Circus macrosceles,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387825,Circus macrourus,species,Circus macrourus,species,Circus macrourus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620238,Circus maillardi,species,Circus maillardi,species,Circus maillardi,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387826,Circus maurus,species,Circus maurus,species,Circus maurus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387827,Circus melanoleucos,species,Circus melanoleucos,species,Circus melanoleucos,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387828,Circus pygargus,species,Circus pygargus,species,Circus pygargus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321096,Circus ranivorus,species,Circus ranivorus,species,Circus ranivorus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2723863,Circus spilonotus spilonotus,subspecies,Circus spilonotus,species,Circus spilonotus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
214436,Circus spilonotus,species,Circus spilonotus,species,Circus spilonotus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620239,Circus spilothorax,species,Circus spilothorax,species,Circus spilothorax,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2677969,Clanga clanga,species,Clanga clanga,species,Clanga clanga,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321970,Clanga hastata,species,Clanga hastata,species,Clanga hastata,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
216576,Clanga pomarina pomarina,subspecies,Clanga pomarina,species,Clanga pomarina,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
2675520,Clanga pomarina,species,Clanga pomarina,species,Clanga pomarina,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
345744,Cryptoleucopteryx plumbea,species,Cryptoleucopteryx plumbea,species,Cryptoleucopteryx plumbea,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321106,Circaetus spectabilis,species,Dryotriorchis spectabilis,species,Dryotriorchis spectabilis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
192873,Elanoides forficatus,species,Elanoides forficatus,species,Elanoides forficatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
427603,Elanoides forficatus yetapa,subspecies,Elanoides forficatus yetapa,subspecies,Elanoides forficatus yetapa,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387829,Elanus axillaris,species,Elanus axillaris,species,Elanus axillaris,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387830,Elanus caeruleus,species,Elanus caeruleus,species,Elanus caeruleus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2763551,Elanus caeruleus caeruleus,subspecies,Elanus caeruleus caeruleus,group (monotypic),Elanus caeruleus caeruleus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321063,Elanus leucurus,species,Elanus leucurus,species,Elanus leucurus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387831,Elanus scriptus,species,Elanus scriptus,species,Elanus scriptus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1458044,Erythrotriorchis buergersi,species,Erythrotriorchis buergersi,species,Erythrotriorchis buergersi,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1458045,Erythrotriorchis radiatus,species,Erythrotriorchis radiatus,species,Erythrotriorchis radiatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321076,Eutriorchis astur,species,Eutriorchis astur,species,Eutriorchis astur,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
56285,Gampsonyx swainsonii,species,Gampsonyx swainsonii,species,Gampsonyx swainsonii,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
427604,Gampsonyx swainsonii leonae,subspecies,Gampsonyx swainsonii leonae,subspecies,Gampsonyx swainsonii leonae,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223485,Geranoaetus albicaudatus,species,Geranoaetus albicaudatus,species,Geranoaetus albicaudatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223486,Geranoaetus albicaudatus colonus,subspecies,Geranoaetus albicaudatus colonus,subspecies,Geranoaetus albicaudatus colonus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223487,Geranoaetus albicaudatus hypospodius,subspecies,Geranoaetus albicaudatus hypospodius,subspecies,Geranoaetus albicaudatus hypospodius,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223773,Geranoaetus melanoleucus,species,Geranoaetus melanoleucus,species,Geranoaetus melanoleucus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223774,Geranoaetus melanoleucus australis,subspecies,Geranoaetus melanoleucus australis,subspecies,Geranoaetus melanoleucus australis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223775,Geranoaetus melanoleucus melanoleucus,subspecies,Geranoaetus melanoleucus melanoleucus,subspecies,Geranoaetus melanoleucus melanoleucus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2709702,Geranoaetus poecilochrous,species,Geranoaetus polyosoma,species,Geranoaetus poecilochrous,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",lump
223482,Buteo polyosoma,species,Geranoaetus polyosoma,species,Geranoaetus polyosoma,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
2869447,Geranoaetus polyosoma,species,Geranoaetus polyosoma,species,Geranoaetus polyosoma,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
223849,Buteo polyosoma exsul,subspecies,Geranoaetus polyosoma exsul,group (monotypic),Geranoaetus polyosoma exsul,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
223483,Buteo polyosoma polyosoma,subspecies,Geranoaetus polyosoma polyosoma,group (monotypic),Geranoaetus polyosoma polyosoma,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
321128,Geranospiza caerulescens,species,Geranospiza caerulescens,species,Geranospiza caerulescens,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
33610,Gypaetus barbatus,species,Gypaetus barbatus,species,Gypaetus barbatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1604013,Gypaetus barbatus aureus,subspecies,Gypaetus barbatus barbatus,group (monotypic),Gypaetus barbatus barbatus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
321074,Gypohierax angolensis,species,Gypohierax angolensis,species,Gypohierax angolensis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
43490,Gyps africanus,species,Gyps africanus,species,Gyps africanus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
43491,Gyps bengalensis,species,Gyps bengalensis,species,Gyps bengalensis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
8966,Gyps coprotheres,species,Gyps coprotheres,species,Gyps coprotheres,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
36247,Gyps fulvus,species,Gyps fulvus,species,Gyps fulvus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405412,Gyps fulvus fulvescens,subspecies,Gyps fulvus fulvescens,subspecies,Gyps fulvus fulvescens,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405413,Gyps fulvus fulvus,subspecies,Gyps fulvus fulvus,subspecies,Gyps fulvus fulvus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
36248,Gyps himalayensis,species,Gyps himalayensis,species,Gyps himalayensis,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
405414,Gyps indicus indicus,subspecies,Gyps indicus,species,Gyps indicus,,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
