Sequence,TipLabel,Family2,Order2,Avibase.ID2,FamilyTotal.ClementFam,FamilyTotal.Freq,FamilyIncluded.Var1,FamilyIncluded.Freq,Completeness,synonym,notes
1633,Macrodipteryx_vexillarius,Caprimulgidae,Caprimulgiformes,AVIBASE-A526534E,Caprimulgidae,86,Caprimulgidae,53,0.62,Caprimulgus vexillarius,
1634,Macrodipteryx_longipennis,Caprimulgidae,Caprimulgiformes,AVIBASE-D36F4D98,Caprimulgidae,86,Caprimulgidae,53,0.62,Caprimulgus longipennis,
1635,Caprimulgus_rufigena,Caprimulgidae,Caprimulgiformes,AVIBASE-05E2FB2A,Caprimulgidae,86,Caprimulgidae,53,0.62,,
1636,Caprimulgus_fraenatus,Caprimulgidae,Caprimulgiformes,AVIBASE-E93A0F33,Caprimulgidae,86,Caprimulgidae,53,0.62,,
1637,Caprimulgus_fossii,Caprimulgidae,Caprimulgiformes,AVIBASE-4FD242D0,Caprimulgidae,86,Caprimulgidae,53,0.62,,
1638,Caprimulgus_climacurus,Caprimulgidae,Caprimulgiformes,AVIBASE-A20EA34D,Caprimulgidae,86,Caprimulgidae,53,0.62,,
1639,Nyctibius_grandis,Nyctibiidae,Caprimulgiformes,AVIBASE-EBEFFDBF,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1640,Nyctibius_bracteatus,Nyctibiidae,Caprimulgiformes,AVIBASE-0B46DD95,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1641,Nyctibius_aethereus,Nyctibiidae,Caprimulgiformes,AVIBASE-407292B2,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1642,Nyctibius_jamaicensis,Nyctibiidae,Caprimulgiformes,AVIBASE-5F312992,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1643,Nyctibius_griseus,Nyctibiidae,Caprimulgiformes,AVIBASE-7333ADB3,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1644,Nyctibius_maculosus,Nyctibiidae,Caprimulgiformes,AVIBASE-29C4EF9C,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1645,Nyctibius_leucopterus,Nyctibiidae,Caprimulgiformes,AVIBASE-46E2FA49,Nyctibiidae,7,Nyctibiidae,7,1.00,,
1646,Steatornis_caripensis,Steatornithidae,Caprimulgiformes,AVIBASE-A820F165,Steatornithidae,1,Steatornithidae,1,1.00,,
1647,Aegotheles_tatei,Aegothelidae,Caprimulgiformes,AVIBASE-EBD55D2E,Aegothelidae,9,Aegothelidae,8,0.89,,
1648,Aegotheles_insignis,Aegothelidae,Caprimulgiformes,AVIBASE-76F38417,Aegothelidae,9,Aegothelidae,8,0.89,,
1649,Aegotheles_albertisi,Aegothelidae,Caprimulgiformes,AVIBASE-482087E5,Aegothelidae,9,Aegothelidae,8,0.89,,
1650,Aegotheles_wallacii,Aegothelidae,Caprimulgiformes,AVIBASE-27853C12,Aegothelidae,9,Aegothelidae,8,0.89,,
1651,Aegotheles_archboldi,Aegothelidae,Caprimulgiformes,AVIBASE-6974CD34,Aegothelidae,9,Aegothelidae,8,0.89,,
1652,Aegotheles_cristatus,Aegothelidae,Caprimulgiformes,AVIBASE-175A7534,Aegothelidae,9,Aegothelidae,8,0.89,,
1653,Aegotheles_affinis,Aegothelidae,Caprimulgiformes,AVIBASE-A2A0B21A,Aegothelidae,9,Aegothelidae,8,0.89,,
1654,Aegotheles_bennettii,Aegothelidae,Caprimulgiformes,AVIBASE-32292757,Aegothelidae,9,Aegothelidae,8,0.89,,
1655,Hemiprocne_mystacea,Hemiprocnidae,Caprimulgiformes,AVIBASE-C689BD7E,Hemiprocnidae,4,Hemiprocnidae,3,0.75,,
1656,Hemiprocne_longipennis,Hemiprocnidae,Caprimulgiformes,AVIBASE-9B8B422F,Hemiprocnidae,4,Hemiprocnidae,3,0.75,,
1657,Hemiprocne_comata,Hemiprocnidae,Caprimulgiformes,AVIBASE-76477B32,Hemiprocnidae,4,Hemiprocnidae,3,0.75,,
1658,Cypseloides_phelpsi,Apodidae,Caprimulgiformes,AVIBASE-152D907A,Apodidae,112,Apodidae,69,0.62,Streptoprocne phelpsi,
1659,Cypseloides_cryptus,Apodidae,Caprimulgiformes,AVIBASE-0770CE13,Apodidae,112,Apodidae,69,0.62,,
1660,Cypseloides_niger,Apodidae,Caprimulgiformes,AVIBASE-7FB66FEB,Apodidae,112,Apodidae,69,0.62,,
1661,Streptoprocne_zonaris,Apodidae,Caprimulgiformes,AVIBASE-88D7E68D,Apodidae,112,Apodidae,69,0.62,,
1662,Cypseloides_fumigatus,Apodidae,Caprimulgiformes,AVIBASE-9054A7CA,Apodidae,112,Apodidae,69,0.62,,
1663,Neafrapus_cassini,Apodidae,Caprimulgiformes,AVIBASE-4CB38AE8,Apodidae,112,Apodidae,69,0.62,,
1664,Raphidura_leucopygialis,Apodidae,Caprimulgiformes,AVIBASE-737C55FF,Apodidae,112,Apodidae,69,0.62,Rhaphidura leucopygialis,
1665,Chaetura_cinereiventris,Apodidae,Caprimulgiformes,AVIBASE-0F898234,Apodidae,112,Apodidae,69,0.62,,
1666,Chaetura_phaeopygos,Apodidae,Caprimulgiformes,AVIBASE-26A1357C,Apodidae,112,Apodidae,69,0.62,,Usually trated as ssp. of cinereiventris
1667,Chaetura_fumosa,Apodidae,Caprimulgiformes,AVIBASE-7DBCF8E4,Apodidae,112,Apodidae,69,0.62,,
1668,Chaetura_spinicaudus,Apodidae,Caprimulgiformes,AVIBASE-AEFB8157,Apodidae,112,Apodidae,69,0.62,,
1669,Chaetura_egregia,Apodidae,Caprimulgiformes,AVIBASE-33352866,Apodidae,112,Apodidae,69,0.62,,
1670,Chaetura_martinica,Apodidae,Caprimulgiformes,AVIBASE-0E688C13,Apodidae,112,Apodidae,69,0.62,,
1671,Chaetura_vauxi,Apodidae,Caprimulgiformes,AVIBASE-1775ED98,Apodidae,112,Apodidae,69,0.62,,
1672,Chaetura_pelagica,Apodidae,Caprimulgiformes,AVIBASE-C3AD1AFF,Apodidae,112,Apodidae,69,0.62,,
1673,Chaetura_viridipennis,Apodidae,Caprimulgiformes,AVIBASE-AA8C1A96,Apodidae,112,Apodidae,69,0.62,,
1674,Chaetura_chapmani,Apodidae,Caprimulgiformes,AVIBASE-3792D735,Apodidae,112,Apodidae,69,0.62,,
1675,Chaetura_andrei,Apodidae,Caprimulgiformes,AVIBASE-B414537B,Apodidae,112,Apodidae,69,0.62,,
1676,Chaetura_brachyura,Apodidae,Caprimulgiformes,AVIBASE-5368983F,Apodidae,112,Apodidae,69,0.62,,
1677,Chaetura_meridionalis,Apodidae,Caprimulgiformes,AVIBASE-C2288064,Apodidae,112,Apodidae,69,0.62,,
1678,Hirundapus_caudacutus,Apodidae,Caprimulgiformes,AVIBASE-EA55CA27,Apodidae,112,Apodidae,69,0.62,,
1679,Collocalia_troglodytes,Apodidae,Caprimulgiformes,AVIBASE-2BC9E234,Apodidae,112,Apodidae,69,0.62,,
1680,Collocalia_linchi,Apodidae,Caprimulgiformes,AVIBASE-4BA9A5D1,Apodidae,112,Apodidae,69,0.62,,
1681,Collocalia_dodgei,Apodidae,Caprimulgiformes,AVIBASE-2EF40362,Apodidae,112,Apodidae,69,0.62,,
1682,Collocalia_esculenta,Apodidae,Caprimulgiformes,AVIBASE-4603DB3F,Apodidae,112,Apodidae,69,0.62,,
1683,Collocalia_uropygialis,Apodidae,Caprimulgiformes,AVIBASE-CB1DD39F,Apodidae,112,Apodidae,69,0.62,,
1684,Collocalia_marginata,Apodidae,Caprimulgiformes,AVIBASE-80265F80,Apodidae,112,Apodidae,69,0.62,,
1685,Aerodramus_papuensis,Apodidae,Caprimulgiformes,AVIBASE-10591B00,Apodidae,112,Apodidae,69,0.62,,
1686,Hydrochous_gigas,Apodidae,Caprimulgiformes,AVIBASE-18E79DA7,Apodidae,112,Apodidae,69,0.62,,
1687,Aerodramus_vulcanorum,Apodidae,Caprimulgiformes,AVIBASE-F3417B87,Apodidae,112,Apodidae,69,0.62,,
1688,Aerodramus_brevirostris,Apodidae,Caprimulgiformes,AVIBASE-2F1D27B4,Apodidae,112,Apodidae,69,0.62,,
1689,Aerodramus_terraereginae,Apodidae,Caprimulgiformes,AVIBASE-CB433EED,Apodidae,112,Apodidae,69,0.62,,
1690,Aerodramus_whiteheadi,Apodidae,Caprimulgiformes,AVIBASE-239F660C,Apodidae,112,Apodidae,69,0.62,,
1691,Aerodramus_vanikorensis,Apodidae,Caprimulgiformes,AVIBASE-4ADF31A6,Apodidae,112,Apodidae,69,0.62,,
1692,Collocalia_vanikorensis,Apodidae,Caprimulgiformes,AVIBASE-B0E1559E,Apodidae,112,Apodidae,69,0.62,Aerodramus vanikorensis,
1693,Aerodramus_sawtelli,Apodidae,Caprimulgiformes,AVIBASE-C6C43CDC,Apodidae,112,Apodidae,69,0.62,,
1694,Aerodramus_bartschi,Apodidae,Caprimulgiformes,AVIBASE-F8E58F0F,Apodidae,112,Apodidae,69,0.62,,
1695,Aerodramus_mearnsi,Apodidae,Caprimulgiformes,AVIBASE-E1E2B0EB,Apodidae,112,Apodidae,69,0.62,,
1696,Aerodramus_leucophaeus,Apodidae,Caprimulgiformes,AVIBASE-C5561B75,Apodidae,112,Apodidae,69,0.62,,
1697,Aerodramus_francicus,Apodidae,Caprimulgiformes,AVIBASE-C831C041,Apodidae,112,Apodidae,69,0.62,,
1698,Aerodramus_elaphrus,Apodidae,Caprimulgiformes,AVIBASE-C983661F,Apodidae,112,Apodidae,69,0.62,,
1699,Aerodramus_salangana,Apodidae,Caprimulgiformes,AVIBASE-8630DD29,Apodidae,112,Apodidae,69,0.62,,
1700,Aerodramus_inexpectatus,Apodidae,Caprimulgiformes,AVIBASE-BCE940D6,Apodidae,112,Apodidae,69,0.62,,
1701,Aerodramus_germani,Apodidae,Caprimulgiformes,AVIBASE-842DAA43,Apodidae,112,Apodidae,69,0.62,,
1702,Aerodramus_sororum,Apodidae,Caprimulgiformes,AVIBASE-B9AA3E2C,Apodidae,112,Apodidae,69,0.62,,
1703,Tachornis_squamata,Apodidae,Caprimulgiformes,AVIBASE-F0D08AFF,Apodidae,112,Apodidae,69,0.62,,
1704,Aeronautes_andecolus,Apodidae,Caprimulgiformes,AVIBASE-B9CF96D5,Apodidae,112,Apodidae,69,0.62,,
1705,Aeronautes_saxatalis,Apodidae,Caprimulgiformes,AVIBASE-B401C2DD,Apodidae,112,Apodidae,69,0.62,,
1706,Tachornis_phoenicobia,Apodidae,Caprimulgiformes,AVIBASE-C2077AD8,Apodidae,112,Apodidae,69,0.62,,
1707,Cypsiurus_parvus,Apodidae,Caprimulgiformes,AVIBASE-DA106373,Apodidae,112,Apodidae,69,0.62,,
1708,Cypsiurus_balasiensis,Apodidae,Caprimulgiformes,AVIBASE-83C40F89,Apodidae,112,Apodidae,69,0.62,,
1709,Tachymarptis_melba,Apodidae,Caprimulgiformes,AVIBASE-FA1CAD29,Apodidae,112,Apodidae,69,0.62,,birdlife-avonet synonymy
1710,Tachymarptis_aequatorialis,Apodidae,Caprimulgiformes,AVIBASE-91429F78,Apodidae,112,Apodidae,69,0.62,,birdlife-avonet synonymy
1711,Apus_acuticauda,Apodidae,Caprimulgiformes,AVIBASE-2FAB9911,Apodidae,112,Apodidae,69,0.62,,
1712,Apus_pacificus,Apodidae,Caprimulgiformes,AVIBASE-E23EBEFB,Apodidae,112,Apodidae,69,0.62,,
1713,Apus_horus,Apodidae,Caprimulgiformes,AVIBASE-FF79A533,Apodidae,112,Apodidae,69,0.62,,
1714,Apus_affinis,Apodidae,Caprimulgiformes,AVIBASE-D209A90C,Apodidae,112,Apodidae,69,0.62,,
1715,Apus_nipalensis,Apodidae,Caprimulgiformes,AVIBASE-2A241F0C,Apodidae,112,Apodidae,69,0.62,,
1716,Apus_batesi,Apodidae,Caprimulgiformes,AVIBASE-16A54020,Apodidae,112,Apodidae,69,0.62,,
1717,Apus_caffer,Apodidae,Caprimulgiformes,AVIBASE-FA9F6019,Apodidae,112,Apodidae,69,0.62,,
1718,Apus_barbatus,Apodidae,Caprimulgiformes,AVIBASE-DEE4829A,Apodidae,112,Apodidae,69,0.62,,
1719,Apus_niansae,Apodidae,Caprimulgiformes,AVIBASE-2103011F,Apodidae,112,Apodidae,69,0.62,,
1720,Apus_bradfieldi,Apodidae,Caprimulgiformes,AVIBASE-11507BB3,Apodidae,112,Apodidae,69,0.62,,
1721,Apus_berliozi,Apodidae,Caprimulgiformes,AVIBASE-45D3FD5A,Apodidae,112,Apodidae,69,0.62,,
1722,Apus_balstoni,Apodidae,Caprimulgiformes,AVIBASE-20022FF9,Apodidae,112,Apodidae,69,0.62,,
1723,Apus_alexandri,Apodidae,Caprimulgiformes,AVIBASE-1C0A5AD9,Apodidae,112,Apodidae,69,0.62,,
1724,Apus_unicolor,Apodidae,Caprimulgiformes,AVIBASE-59A5A24E,Apodidae,112,Apodidae,69,0.62,,
1725,Apus_apus,Apodidae,Caprimulgiformes,AVIBASE-4E6EF3F9,Apodidae,112,Apodidae,69,0.62,,
1726,Apus_pallidus,Apodidae,Caprimulgiformes,AVIBASE-332BC664,Apodidae,112,Apodidae,69,0.62,,
1727,Topaza_pyra,Trochilidae,Caprimulgiformes,AVIBASE-66D9C57E,Trochilidae,363,Trochilidae,314,0.87,,
1728,Topaza_pella,Trochilidae,Caprimulgiformes,AVIBASE-9F291BC2,Trochilidae,363,Trochilidae,314,0.87,,
1729,Florisuga_fusca,Trochilidae,Caprimulgiformes,AVIBASE-77B4C75D,Trochilidae,363,Trochilidae,314,0.87,,
1730,Florisuga_mellivora,Trochilidae,Caprimulgiformes,AVIBASE-80DA0464,Trochilidae,363,Trochilidae,314,0.87,,
1731,Eutoxeres_condamini,Trochilidae,Caprimulgiformes,AVIBASE-198F8B56,Trochilidae,363,Trochilidae,314,0.87,,
1732,Eutoxeres_aquila,Trochilidae,Caprimulgiformes,AVIBASE-656474D9,Trochilidae,363,Trochilidae,314,0.87,,
1733,Ramphodon_naevius,Trochilidae,Caprimulgiformes,AVIBASE-4CAAC972,Trochilidae,363,Trochilidae,314,0.87,,
1734,Glaucis_aeneus,Trochilidae,Caprimulgiformes,AVIBASE-2ABFB40A,Trochilidae,363,Trochilidae,314,0.87,,
1735,Glaucis_hirsutus,Trochilidae,Caprimulgiformes,AVIBASE-2486FC78,Trochilidae,363,Trochilidae,314,0.87,,
1736,Threnetes_niger,Trochilidae,Caprimulgiformes,AVIBASE-2CF064E4,Trochilidae,363,Trochilidae,314,0.87,,
1737,Threnetes_leucurus,Trochilidae,Caprimulgiformes,AVIBASE-488FDA28,Trochilidae,363,Trochilidae,314,0.87,,
1738,Threnetes_ruckeri,Trochilidae,Caprimulgiformes,AVIBASE-DDCF894E,Trochilidae,363,Trochilidae,314,0.87,,
1739,Phaethornis_syrmatophorus,Trochilidae,Caprimulgiformes,AVIBASE-F8E58273,Trochilidae,363,Trochilidae,314,0.87,,
1740,Phaethornis_longirostris,Trochilidae,Caprimulgiformes,AVIBASE-E2EAB55E,Trochilidae,363,Trochilidae,314,0.87,,
1741,Phaethornis_mexicanus,Trochilidae,Caprimulgiformes,AVIBASE-64C06E6B,Trochilidae,363,Trochilidae,314,0.87,,
1742,Phaethornis_griseoventer,Trochilidae,Caprimulgiformes,AVIBASE-EB8F74A0,Trochilidae,363,Trochilidae,314,0.87,,
1743,Phaethornis_malaris,Trochilidae,Caprimulgiformes,AVIBASE-97C2A2A4,Trochilidae,363,Trochilidae,314,0.87,,
1744,Phaethornis_superciliosus,Trochilidae,Caprimulgiformes,AVIBASE-0F0B7973,Trochilidae,363,Trochilidae,314,0.87,,
1745,Phaethornis_guy,Trochilidae,Caprimulgiformes,AVIBASE-5C47DAE8,Trochilidae,363,Trochilidae,314,0.87,,
1746,Phaethornis_yaruqui,Trochilidae,Caprimulgiformes,AVIBASE-0D34BFF1,Trochilidae,363,Trochilidae,314,0.87,,
1747,Phaethornis_subochraceus,Trochilidae,Caprimulgiformes,AVIBASE-4D3CD91A,Trochilidae,363,Trochilidae,314,0.87,,
1748,Phaethornis_eurynome,Trochilidae,Caprimulgiformes,AVIBASE-8AB95776,Trochilidae,363,Trochilidae,314,0.87,,
1749,Phaethornis_augusti,Trochilidae,Caprimulgiformes,AVIBASE-F7DEB8B1,Trochilidae,363,Trochilidae,314,0.87,,
1750,Phaethornis_pretrei,Trochilidae,Caprimulgiformes,AVIBASE-3338E424,Trochilidae,363,Trochilidae,314,0.87,,
1751,Phaethornis_philippii,Trochilidae,Caprimulgiformes,AVIBASE-ACCDFD22,Trochilidae,363,Trochilidae,314,0.87,,
1752,Phaethornis_koepckeae,Trochilidae,Caprimulgiformes,AVIBASE-EB1D2D33,Trochilidae,363,Trochilidae,314,0.87,,
1753,Phaethornis_bourcieri,Trochilidae,Caprimulgiformes,AVIBASE-D666062A,Trochilidae,363,Trochilidae,314,0.87,,
1754,Phaethornis_hispidus,Trochilidae,Caprimulgiformes,AVIBASE-2FA996CE,Trochilidae,363,Trochilidae,314,0.87,,
1755,Anopetia_gounellei,Trochilidae,Caprimulgiformes,AVIBASE-0475490E,Trochilidae,363,Trochilidae,314,0.87,,
1756,Phaethornis_anthophilus,Trochilidae,Caprimulgiformes,AVIBASE-0636BA02,Trochilidae,363,Trochilidae,314,0.87,,
1757,Phaethornis_squalidus,Trochilidae,Caprimulgiformes,AVIBASE-B9A214AC,Trochilidae,363,Trochilidae,314,0.87,,
1758,Phaethornis_rupurumii,Trochilidae,Caprimulgiformes,AVIBASE-D7585C3D,Trochilidae,363,Trochilidae,314,0.87,,
1759,Phaethornis_nattereri,Trochilidae,Caprimulgiformes,AVIBASE-9397CA04,Trochilidae,363,Trochilidae,314,0.87,,
1760,Phaethornis_longuemareus,Trochilidae,Caprimulgiformes,AVIBASE-95CAE4C3,Trochilidae,363,Trochilidae,314,0.87,,
1761,Phaethornis_striigularis,Trochilidae,Caprimulgiformes,AVIBASE-2FF56FC2,Trochilidae,363,Trochilidae,314,0.87,,
1762,Phaethornis_griseogularis,Trochilidae,Caprimulgiformes,AVIBASE-72304E21,Trochilidae,363,Trochilidae,314,0.87,,
1763,Phaethornis_aethopygus,Trochilidae,Caprimulgiformes,AVIBASE-B5AA306A,Trochilidae,363,Trochilidae,314,0.87,,
1764,Phaethornis_atrimentalis,Trochilidae,Caprimulgiformes,AVIBASE-BF1FDF21,Trochilidae,363,Trochilidae,314,0.87,,
1765,Phaethornis_ruber,Trochilidae,Caprimulgiformes,AVIBASE-1EAB2C48,Trochilidae,363,Trochilidae,314,0.87,,
1766,Doryfera_johannae,Trochilidae,Caprimulgiformes,AVIBASE-60EFC383,Trochilidae,363,Trochilidae,314,0.87,,
1767,Doryfera_ludovicae,Trochilidae,Caprimulgiformes,AVIBASE-0EB01930,Trochilidae,363,Trochilidae,314,0.87,,
1768,Schistes_geoffroyi,Trochilidae,Caprimulgiformes,AVIBASE-1638D555,Trochilidae,363,Trochilidae,314,0.87,,
1769,Augastes_scutatus,Trochilidae,Caprimulgiformes,AVIBASE-443B3BC2,Trochilidae,363,Trochilidae,314,0.87,,
1770,Augastes_lumachella,Trochilidae,Caprimulgiformes,AVIBASE-DFFC8C88,Trochilidae,363,Trochilidae,314,0.87,,
1771,Colibri_serrirostris,Trochilidae,Caprimulgiformes,AVIBASE-5C5475AC,Trochilidae,363,Trochilidae,314,0.87,,
1772,Colibri_coruscans,Trochilidae,Caprimulgiformes,AVIBASE-51F7C361,Trochilidae,363,Trochilidae,314,0.87,,
1773,Colibri_delphinae,Trochilidae,Caprimulgiformes,AVIBASE-A76C26A1,Trochilidae,363,Trochilidae,314,0.87,,
1774,Colibri_thalassinus,Trochilidae,Caprimulgiformes,AVIBASE-B9BA2058,Trochilidae,363,Trochilidae,314,0.87,,
1775,Androdon_aequatorialis,Trochilidae,Caprimulgiformes,AVIBASE-E82816C6,Trochilidae,363,Trochilidae,314,0.87,,
1776,Heliactin_cornutus,Trochilidae,Caprimulgiformes,AVIBASE-00B132B4,Trochilidae,363,Trochilidae,314,0.87,Heliactin bilophus,
1777,Heliothryx_auritus,Trochilidae,Caprimulgiformes,AVIBASE-EFBDAE18,Trochilidae,363,Trochilidae,314,0.87,,
1778,Heliothryx_barroti,Trochilidae,Caprimulgiformes,AVIBASE-B70BC2CB,Trochilidae,363,Trochilidae,314,0.87,,
1779,Polytmus_guainumbi,Trochilidae,Caprimulgiformes,AVIBASE-D78E94DF,Trochilidae,363,Trochilidae,314,0.87,,
1780,Polytmus_milleri,Trochilidae,Caprimulgiformes,AVIBASE-E424717B,Trochilidae,363,Trochilidae,314,0.87,,
1781,Polytmus_theresiae,Trochilidae,Caprimulgiformes,AVIBASE-5CA2331E,Trochilidae,363,Trochilidae,314,0.87,,
1782,Avocettula_recurvirostris,Trochilidae,Caprimulgiformes,AVIBASE-6B46AD2F,Trochilidae,363,Trochilidae,314,0.87,,
1783,Chrysolampis_mosquitus,Trochilidae,Caprimulgiformes,AVIBASE-0ED012F9,Trochilidae,363,Trochilidae,314,0.87,,
1784,Anthracothorax_dominicus,Trochilidae,Caprimulgiformes,AVIBASE-2FF18E0F,Trochilidae,363,Trochilidae,314,0.87,,
1785,Anthracothorax_viridis,Trochilidae,Caprimulgiformes,AVIBASE-03680018,Trochilidae,363,Trochilidae,314,0.87,,
1786,Eulampis_holosericeus,Trochilidae,Caprimulgiformes,AVIBASE-C68FB697,Trochilidae,363,Trochilidae,314,0.87,,
1787,Eulampis_jugularis,Trochilidae,Caprimulgiformes,AVIBASE-BFD2BE29,Trochilidae,363,Trochilidae,314,0.87,,
1788,Anthracothorax_mango,Trochilidae,Caprimulgiformes,AVIBASE-99EDC044,Trochilidae,363,Trochilidae,314,0.87,,
1789,Anthracothorax_nigricollis,Trochilidae,Caprimulgiformes,AVIBASE-36FEAD7A,Trochilidae,363,Trochilidae,314,0.87,,
1790,Anthracothorax_viridigula,Trochilidae,Caprimulgiformes,AVIBASE-781FA842,Trochilidae,363,Trochilidae,314,0.87,,
1791,Anthracothorax_veraguensis,Trochilidae,Caprimulgiformes,AVIBASE-24DDBD0D,Trochilidae,363,Trochilidae,314,0.87,,
1792,Anthracothorax_prevostii,Trochilidae,Caprimulgiformes,AVIBASE-E266FD04,Trochilidae,363,Trochilidae,314,0.87,,
1793,Haplophaedia_lugens,Trochilidae,Caprimulgiformes,AVIBASE-745C796B,Trochilidae,363,Trochilidae,314,0.87,,
1794,Haplophaedia_aureliae,Trochilidae,Caprimulgiformes,AVIBASE-A10F06E5,Trochilidae,363,Trochilidae,314,0.87,,
1795,Eriocnemis_alinae,Trochilidae,Caprimulgiformes,AVIBASE-39F4DE42,Trochilidae,363,Trochilidae,314,0.87,Eriocnemis aline,
1796,Eriocnemis_luciani,Trochilidae,Caprimulgiformes,AVIBASE-D47BC711,Trochilidae,363,Trochilidae,314,0.87,,
1797,Eriocnemis_cupreoventris,Trochilidae,Caprimulgiformes,AVIBASE-3AA14D7D,Trochilidae,363,Trochilidae,314,0.87,,
1798,Eriocnemis_derbyi,Trochilidae,Caprimulgiformes,AVIBASE-AD8A1A5A,Trochilidae,363,Trochilidae,314,0.87,,
1799,Eriocnemis_glaucopoides,Trochilidae,Caprimulgiformes,AVIBASE-43D99D3F,Trochilidae,363,Trochilidae,314,0.87,,
1800,Loddigesia_mirabilis,Trochilidae,Caprimulgiformes,AVIBASE-7969608C,Trochilidae,363,Trochilidae,314,0.87,,
1801,Eriocnemis_mosquera,Trochilidae,Caprimulgiformes,AVIBASE-E1D0A144,Trochilidae,363,Trochilidae,314,0.87,,
1802,Eriocnemis_vestita,Trochilidae,Caprimulgiformes,AVIBASE-B8D63EF5,Trochilidae,363,Trochilidae,314,0.87,,
1803,Eriocnemis_nigrivestis,Trochilidae,Caprimulgiformes,AVIBASE-B0BFCB56,Trochilidae,363,Trochilidae,314,0.87,,
1804,Lafresnaya_lafresnayi,Trochilidae,Caprimulgiformes,AVIBASE-9ECA2AFB,Trochilidae,363,Trochilidae,314,0.87,,
1805,Aglaeactis_cupripennis,Trochilidae,Caprimulgiformes,AVIBASE-58759895,Trochilidae,363,Trochilidae,314,0.87,,
1806,Aglaeactis_pamela,Trochilidae,Caprimulgiformes,AVIBASE-5370CAE1,Trochilidae,363,Trochilidae,314,0.87,,
1807,Aglaeactis_castelnaudii,Trochilidae,Caprimulgiformes,AVIBASE-0386C00C,Trochilidae,363,Trochilidae,314,0.87,,
1808,Coeligena_prunellei,Trochilidae,Caprimulgiformes,AVIBASE-76079E12,Trochilidae,363,Trochilidae,314,0.87,,
1809,Coeligena_coeligena,Trochilidae,Caprimulgiformes,AVIBASE-97D31AA6,Trochilidae,363,Trochilidae,314,0.87,,
1810,Coeligena_wilsoni,Trochilidae,Caprimulgiformes,AVIBASE-F2DABE41,Trochilidae,363,Trochilidae,314,0.87,,
1811,Coeligena_inca,Trochilidae,Caprimulgiformes,AVIBASE-3DC76B80,Trochilidae,363,Trochilidae,314,0.87,,birdlife-avonet synonymy
1812,Coeligena_torquata,Trochilidae,Caprimulgiformes,AVIBASE-C108D081,Trochilidae,363,Trochilidae,314,0.87,,
1813,Coeligena_violifer,Trochilidae,Caprimulgiformes,AVIBASE-FA738B33,Trochilidae,363,Trochilidae,314,0.87,,
1814,Coeligena_iris,Trochilidae,Caprimulgiformes,AVIBASE-91FF8A0A,Trochilidae,363,Trochilidae,314,0.87,,
1815,Coeligena_phalerata,Trochilidae,Caprimulgiformes,AVIBASE-2954B874,Trochilidae,363,Trochilidae,314,0.87,,
1816,Coeligena_orina,Trochilidae,Caprimulgiformes,AVIBASE-A6DBD3C6,Trochilidae,363,Trochilidae,314,0.87,,
1817,Coeligena_lutetiae,Trochilidae,Caprimulgiformes,AVIBASE-0702D924,Trochilidae,363,Trochilidae,314,0.87,,
1818,Coeligena_eos,Trochilidae,Caprimulgiformes,AVIBASE-D58197D4,Trochilidae,363,Trochilidae,314,0.87,,birdlife-avonet synonymy
1819,Coeligena_helianthea,Trochilidae,Caprimulgiformes,AVIBASE-F9BD34D8,Trochilidae,363,Trochilidae,314,0.87,,
1820,Coeligena_bonapartei,Trochilidae,Caprimulgiformes,AVIBASE-5151F01D,Trochilidae,363,Trochilidae,314,0.87,,
1821,Pterophanes_cyanopterus,Trochilidae,Caprimulgiformes,AVIBASE-D370EC58,Trochilidae,363,Trochilidae,314,0.87,,
1822,Ensifera_ensifera,Trochilidae,Caprimulgiformes,AVIBASE-191F838F,Trochilidae,363,Trochilidae,314,0.87,,
1823,Boissonneaua_jardini,Trochilidae,Caprimulgiformes,AVIBASE-1A8C5D44,Trochilidae,363,Trochilidae,314,0.87,,
1824,Boissonneaua_matthewsii,Trochilidae,Caprimulgiformes,AVIBASE-AF91A813,Trochilidae,363,Trochilidae,314,0.87,,
1825,Boissonneaua_flavescens,Trochilidae,Caprimulgiformes,AVIBASE-8DA07483,Trochilidae,363,Trochilidae,314,0.87,,
1826,Ocreatus_underwoodii,Trochilidae,Caprimulgiformes,AVIBASE-D3ECED63,Trochilidae,363,Trochilidae,314,0.87,,
1827,Urosticte_benjamini,Trochilidae,Caprimulgiformes,AVIBASE-AE7EE8C8,Trochilidae,363,Trochilidae,314,0.87,,
1828,Urosticte_ruficrissa,Trochilidae,Caprimulgiformes,AVIBASE-C43B3BAC,Trochilidae,363,Trochilidae,314,0.87,,
1829,Urochroa_bougueri,Trochilidae,Caprimulgiformes,AVIBASE-34C779B1,Trochilidae,363,Trochilidae,314,0.87,,
1830,Heliodoxa_xanthogonys,Trochilidae,Caprimulgiformes,AVIBASE-73340764,Trochilidae,363,Trochilidae,314,0.87,,
1831,Heliodoxa_gularis,Trochilidae,Caprimulgiformes,AVIBASE-79CC5B96,Trochilidae,363,Trochilidae,314,0.87,,
